0	2803.77266	0	0
0.01	2803.77266	0	0
0.02	2803.77266	0	0
0.03	2803.77266	0	0
0.04	2803.77266	0	0
0.05	2803.77266	0	0
0.06	2803.77266	0	0
0.07	2803.77266	0	0
0.08	2803.77266	0	0
0.09	2803.77266	0	0
0.1	2803.77266	0	0
0.11	2803.77266	0	0
0.12	2803.77266	0	0
0.13	2803.77266	0	0
0.14	2803.77266	0	0
0.15	2803.77266	0	0
0.16	2803.77266	0	0
0.17	2803.77266	0	0
0.18	2803.77266	0	0
0.19	2803.77266	0	0
0.2	2803.77266	0	0
0.21	2803.77266	0	0
0.22	2803.77266	0	0
0.23	2803.77266	0	0
0.24	2803.77266	0	0
0.25	2803.77266	0	0
0.26	2803.77266	0	0
0.27	2803.77266	0	0
0.28	2803.77266	0	0
0.29	2803.77266	0	0
0.3	2803.77266	0	0
0.31	2803.77266	0	0
0.32	2803.77266	0	0
0.33	2803.77266	0	0
0.34	2803.77266	0	0
0.35	2803.77266	0	0
0.36	2803.77266	0	0
0.37	2803.77266	0	0
0.38	2803.77266	0	0
0.39	2803.77266	0	0
0.4	2803.77266	0	0
0.41	2803.77266	0	0
0.42	2803.77266	0	0
0.43	2803.77266	0	0
0.44	2803.77266	0	0
0.45	2803.77266	0	0
0.46	2803.77266	0	0
0.47	2803.77266	0	0
0.48	2803.77266	0	0
0.49	2803.77266	0	0
0.5	2803.77266	0	0
0.51	2803.77266	0	0
0.52	2803.77266	0	0
0.53	2803.77266	0	0
0.54	2803.77266	0	0
0.55	2803.77266	0	0
0.56	2803.77266	0	0
0.57	2803.77266	0	0
0.58	2803.77266	0	0
0.59	2803.77266	0	0
0.6	2803.77266	0	0
0.61	2803.77266	0	0
0.62	2803.77266	0	0
0.63	2803.77266	0	0
0.64	2803.77266	0	0
0.65	2803.77266	0	0
0.66	2803.77266	0	0
0.67	2803.77266	0	0
0.68	2803.77266	0	0
0.69	2803.77266	0	0
0.7	2803.77266	0	0
0.71	2803.77266	0	0
0.72	2803.77266	0	0
0.73	2803.77266	0	0
0.74	2803.77266	0	0
0.75	2803.77266	0	0
0.76	2803.77266	0	0
0.77	2803.77266	0	0
0.78	2803.77266	0	0
0.79	2803.77266	0	0
0.8	2803.77266	0	0
0.81	2803.77266	0	0
0.82	2803.77266	0	0
0.83	2803.77266	0	0
0.84	2803.77266	0	0
0.85	2803.77266	0	0
0.86	2803.77266	0	0
0.87	2803.77266	0	0
0.88	2803.77266	0	0
0.89	2803.77266	0	0
0.9	2803.77266	0	0
0.91	2803.77266	0	0
0.92	2803.77266	0	0
0.93	2803.77266	0	0
0.94	2803.77266	0	0
0.95	2803.77266	0	0
0.96	2803.77266	0	0
0.97	2803.77266	0	0
0.98	2803.77266	0	0
0.99	2803.77266	0	0
1	2803.77266	0	0
1.01	2803.77266	0	0
1.02	2803.77266	0	0
1.03	2803.77266	0	0
1.04	2803.77266	0	0
1.05	2803.77266	0	0
1.06	2803.77266	0	0
1.07	2803.77266	0	0
1.08	2803.77266	0	0
